10.jpg,40.19,0.994
1004.jpg,36.08,0.993
1013.jpg,35.28,0.990
1026.jpg,28.96,0.978
1049.jpg,39.70,0.992
1062.jpg,19.58,0.869
1066.jpg,26.06,0.971
1068.jpg,35.50,0.974
1094.jpg,25.90,0.923
1103.jpg,35.08,0.971
112.jpg,38.76,0.994
1126.jpg,31.48,0.984
1136.jpg,23.34,0.954
1137.jpg,26.88,0.960
114.jpg,42.03,0.994
1142.jpg,41.36,0.991
1145.jpg,41.60,0.991
116.jpg,37.20,0.990
1196.jpg,28.56,0.984
1209.jpg,41.46,0.993
1235.jpg,29.46,0.978
1239.jpg,41.52,0.983
1246.jpg,34.22,0.991
1257.jpg,34.97,0.989
126.jpg,29.05,0.990
1285.jpg,42.86,0.992
1309.jpg,39.15,0.992
1314.jpg,39.69,0.993
1318.jpg,40.32,0.991
1324.jpg,31.92,0.993
1329.jpg,42.13,0.991
1340.jpg,43.03,0.991
1346.jpg,42.85,0.990
1360.jpg,29.96,0.986
1377.jpg,36.83,0.993
1401.jpg,41.72,0.992
1411.jpg,31.44,0.984
1412.jpg,42.98,0.992
1422.jpg,42.67,0.992
143.jpg,34.43,0.995
1438.jpg,33.04,0.990
1441.jpg,33.90,0.990
1446.jpg,37.31,0.989
1452.jpg,34.07,0.991
1460.jpg,35.21,0.989
1463.jpg,40.48,0.992
1479.jpg,36.21,0.993
1494.jpg,42.08,0.993
1510.jpg,34.18,0.992
1519.jpg,42.69,0.994
1536.jpg,31.18,0.989
1542.jpg,23.59,0.805
1549.jpg,31.39,0.985
1553.jpg,45.24,0.994
1575.jpg,41.38,0.993
158.jpg,42.62,0.993
1584.jpg,38.87,0.996
1587.jpg,43.59,0.993
1599.jpg,41.03,0.993
1606.jpg,41.97,0.993
161.jpg,23.41,0.957
1615.jpg,40.90,0.990
163.jpg,35.07,0.994
1635.jpg,38.38,0.990
1642.jpg,40.11,0.991
1646.jpg,37.96,0.990
1652.jpg,28.77,0.989
1653.jpg,31.11,0.990
1655.jpg,39.05,0.991
1664.jpg,28.09,0.987
1674.jpg,30.93,0.989
1680.jpg,35.43,0.996
1694.jpg,40.31,0.995
1699.jpg,20.21,0.955
1712.jpg,36.32,0.994
1733.jpg,33.87,0.991
1737.jpg,34.88,0.993
1738.jpg,36.02,0.995
1753.jpg,35.04,0.990
1775.jpg,33.98,0.980
1777.jpg,33.06,0.980
1782.jpg,34.52,0.989
1786.jpg,40.03,0.993
1806.jpg,40.13,0.993
1816.jpg,15.70,0.765
1829.jpg,32.68,0.991
1847.jpg,17.67,0.655
