10909.png,23.94,0.910
10945.png,17.83,0.908
11052.png,26.10,0.961
11064.png,24.50,0.955
11374.png,20.83,0.903
11398.png,23.10,0.905
1225.png,26.86,0.972
12290.png,13.89,0.693
12336.png,18.16,0.889
12348.png,15.64,0.702
12422.png,28.75,0.968
12433.png,23.58,0.894
1407.png,29.02,0.971
1491.png,22.49,0.919
15001.png,19.73,0.830
15045.png,19.98,0.928
15094.png,22.81,0.960
15113.png,20.58,0.916
15136.png,19.92,0.897
1539.png,22.66,0.925
15418.png,19.48,0.875
15426.png,19.80,0.843
15704.png,21.06,0.937
1573.png,27.31,0.909
1660.png,24.81,0.953
1742.png,18.41,0.905
1957.png,22.13,0.937
208_img_.png,23.26,0.921
209_img_.png,20.07,0.893
210_img_.png,22.47,0.887
211_img_.png,24.81,0.949
212_img_.png,25.20,0.961
213_img_.png,25.02,0.914
2546.png,24.06,0.946
25_img_.png,25.06,0.949
2629.png,23.08,0.903
2677.png,16.82,0.898
26_img_.png,26.03,0.952
2701.png,20.65,0.910
2774.png,23.50,0.936
2787.png,19.10,0.870
2882.png,22.16,0.940
2977.png,21.27,0.889
3001.png,22.10,0.905
3015.png,23.86,0.945
3196.png,21.91,0.916
3202.png,26.56,0.967
3330.png,23.36,0.829
3650.png,22.20,0.912
3728.png,23.93,0.927
379_img_.png,20.83,0.927
380_img_.png,16.78,0.860
381_img_.png,25.72,0.970
382_img_.png,16.20,0.907
383_img_.png,24.89,0.941
3925.png,23.28,0.906
3947.png,26.24,0.941
4070.png,26.65,0.957
540_img_.png,29.06,0.970
541_img_.png,29.93,0.978
542_img_.png,18.14,0.838
543_img_.png,28.01,0.971
544_img_.png,35.11,0.980
5554.png,22.49,0.941
5818.png,23.19,0.959
5830.png,22.66,0.940
601_img_.png,21.78,0.933
602_img_.png,28.27,0.965
603_img_.png,28.61,0.970
604_img_.png,29.60,0.963
605_img_.png,27.84,0.956
6062.png,20.13,0.899
6082.png,23.00,0.940
6788.png,23.24,0.951
6820.png,28.03,0.962
8010.png,28.63,0.971
8046.png,25.72,0.964
82_img_.png,23.95,0.934
86_img_.png,15.47,0.792
87_img_.png,22.25,0.934
89_img_.png,19.86,0.931
90_img_.png,25.76,0.946
928_img_.png,22.22,0.888
929_img_.png,24.32,0.934
9547.png,16.49,0.879
9554.png,29.19,0.963
9557.png,27.17,0.966
9567.png,26.87,0.959
9896.png,22.34,0.898
9900.png,21.19,0.847
