10909.png,20.18,0.880
10945.png,19.83,0.926
11052.png,26.01,0.960
11064.png,24.02,0.943
11374.png,21.35,0.894
11398.png,22.10,0.891
1225.png,20.96,0.921
12290.png,12.54,0.615
12336.png,21.24,0.909
12348.png,14.87,0.673
12422.png,18.15,0.923
12433.png,24.55,0.921
1407.png,24.33,0.956
1491.png,19.74,0.885
15001.png,18.36,0.814
15045.png,21.39,0.967
15094.png,21.00,0.907
15113.png,17.22,0.784
15136.png,19.66,0.895
1539.png,21.35,0.906
15418.png,20.94,0.847
15426.png,18.93,0.833
15704.png,15.13,0.750
1573.png,19.33,0.863
1660.png,27.22,0.981
1742.png,21.91,0.944
1957.png,20.46,0.884
208_img_.png,22.77,0.922
209_img_.png,21.28,0.919
210_img_.png,24.01,0.912
211_img_.png,26.60,0.960
212_img_.png,26.25,0.957
213_img_.png,24.86,0.909
2546.png,24.57,0.955
25_img_.png,26.80,0.958
2629.png,23.04,0.908
2677.png,15.72,0.889
26_img_.png,22.13,0.913
2701.png,17.30,0.858
2774.png,22.75,0.927
2787.png,17.07,0.824
2882.png,22.59,0.931
2977.png,21.08,0.889
3001.png,22.96,0.925
3015.png,22.21,0.937
3196.png,25.07,0.960
3202.png,27.16,0.971
3330.png,26.87,0.906
3650.png,20.75,0.901
3728.png,23.07,0.888
379_img_.png,21.22,0.942
380_img_.png,17.24,0.872
381_img_.png,21.83,0.915
382_img_.png,17.78,0.898
383_img_.png,23.67,0.938
3925.png,20.96,0.893
3947.png,24.04,0.910
4070.png,27.17,0.960
540_img_.png,30.21,0.971
541_img_.png,24.30,0.954
542_img_.png,18.29,0.880
543_img_.png,26.70,0.968
544_img_.png,39.87,0.985
5554.png,24.39,0.949
5818.png,25.01,0.971
5830.png,24.16,0.940
601_img_.png,21.99,0.926
602_img_.png,26.80,0.960
603_img_.png,26.47,0.962
604_img_.png,29.04,0.958
605_img_.png,23.98,0.933
6062.png,20.32,0.883
6082.png,24.19,0.945
6788.png,17.64,0.922
6820.png,32.85,0.972
8010.png,28.19,0.969
8046.png,24.01,0.953
82_img_.png,23.94,0.935
86_img_.png,15.22,0.785
87_img_.png,22.23,0.931
89_img_.png,21.84,0.925
90_img_.png,26.33,0.951
928_img_.png,21.25,0.849
929_img_.png,23.86,0.940
9547.png,16.42,0.888
9554.png,25.92,0.968
9557.png,25.99,0.968
9567.png,26.23,0.966
9896.png,23.90,0.929
9900.png,20.36,0.822
